transaction_id,account_id,merchant_id,timestamp,amount,currency,transaction_type,status,is_injected_anomaly,anomaly_type,customer_id,customer_country,customer_segment,typical_amount,preferred_hour,international_probability,merchant_category,country,online,signed_amount,effective_amount,customer_transaction_number,previous_timestamp,previous_amount,previous_merchant_category,time_since_previous_transaction,hours_since_previous_transaction,days_since_previous_transaction,transactions_previous_7d,average_amount_previous_30d,average_amount_previous_90d,amount_ratio_to_previous_30d,average_amount_all_previous
T0000018,A00015,M00078,2025-10-25 10:11:00,33.56,EUR,Purchase,Completed,False,none,C00013,Ireland,Standard,56.53,15,0.287,Health,Ireland,False,33.56,33.56,7,2025-07-14 19:24:00,43.99,Fashion,102 days 14:47:00,2462.7833333333333,102.61597222222223,0,,,,64.45333333333333
T0000409,A00015,M00066,2025-11-19 13:34:00,101.58,EUR,Purchase,Completed,False,none,C00013,Ireland,Standard,56.53,15,0.287,Fashion,France,True,101.58,101.58,8,2025-10-25 10:11:00,33.56,Health,25 days 03:23:00,603.3833333333333,25.14097222222222,0,33.56,33.56,3.0268176400476756,60.040000000000006
T0000082,A00018,M00015,2025-02-04 16:19:00,19.63,GBP,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,United Kingdom,False,19.63,19.63,1,,,,,,,0,,,,
T0000867,A00017,M00011,2025-03-05 15:34:00,51.89,EUR,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,Germany,False,51.89,51.89,2,2025-02-04 16:19:00,19.63,Restaurants,28 days 23:15:00,695.25,28.96875,0,19.63,19.63,2.6434029546612328,19.63
T0000135,A00017,M00013,2025-03-06 15:11:00,91.73,EUR,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,Portugal,False,91.73,91.73,3,2025-03-05 15:34:00,51.89,Restaurants,0 days 23:37:00,23.616666666666667,0.9840277777777778,1,35.76,35.76,2.565156599552573,35.76
T0000776,A00017,M00012,2025-07-28 18:34:00,64.08,EUR,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,Italy,False,64.08,64.08,4,2025-03-06 15:11:00,91.73,Restaurants,144 days 03:23:00,3459.383333333333,144.14097222222222,0,,,,54.416666666666664
T0000160,A00017,M00015,2025-08-21 14:27:00,111.61,GBP,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,United Kingdom,False,111.61,111.61,5,2025-07-28 18:34:00,64.08,Restaurants,23 days 19:53:00,571.8833333333333,23.82847222222222,0,64.08,64.08,1.741729088639201,56.832499999999996
T0000636,A00017,M00015,2025-09-05 13:50:00,47.7,GBP,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,United Kingdom,False,47.7,47.7,6,2025-08-21 14:27:00,111.61,Restaurants,14 days 23:23:00,359.3833333333333,14.974305555555555,0,111.61,87.845,0.4273810590448885,67.788
T0000810,A00017,M00013,2025-10-15 20:50:00,106.88,EUR,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Restaurants,Portugal,False,106.88,106.88,7,2025-09-05 13:50:00,47.7,Restaurants,40 days 07:00:00,967.0,40.291666666666664,0,,74.46333333333332,,64.44
T0000973,A00017,M00061,2025-11-10 15:32:00,54.83,EUR,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Entertainment,Portugal,True,54.83,54.83,8,2025-10-15 20:50:00,106.88,Restaurants,25 days 18:42:00,618.7,25.77916666666667,0,106.88,88.73,0.5130052395209581,70.50285714285714
T0000774,A00017,M00063,2025-11-28 17:28:00,190.77,GBP,Purchase,Completed,False,none,C00014,United Kingdom,Premium,112.27,16,0.231,Entertainment,United Kingdom,True,190.77,190.77,9,2025-11-10 15:32:00,54.83,Entertainment,18 days 01:56:00,433.93333333333334,18.080555555555556,0,54.83,69.80333333333333,3.4792996534743756,68.54375
T0000474,A00019,M00006,2025-01-09 00:21:00,51.1,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Groceries,Ireland,False,51.1,51.1,1,,,,,,,0,,,,
T0000751,A00019,M00060,2025-01-09 15:13:00,39.4,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Italy,True,39.4,39.4,2,2025-01-09 00:21:00,51.1,Groceries,0 days 14:52:00,14.866666666666667,0.6194444444444445,1,51.1,51.1,0.7710371819960861,51.1
T0000599,A00019,M00062,2025-01-17 15:47:00,50.58,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,50.58,50.58,3,2025-01-09 15:13:00,39.4,Entertainment,8 days 00:34:00,192.56666666666666,8.02361111111111,0,45.25,45.25,1.1177900552486189,45.25
T0000628,A00019,M00014,2025-01-20 19:55:00,12.57,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Restaurants,Ireland,False,12.57,12.57,4,2025-01-17 15:47:00,50.58,Entertainment,3 days 04:08:00,76.13333333333334,3.1722222222222225,1,47.026666666666664,47.026666666666664,0.26729515168698614,47.026666666666664
T0000621,A00019,M00062,2025-01-26 18:13:00,48.71,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,48.71,48.71,5,2025-01-20 19:55:00,12.57,Restaurants,5 days 22:18:00,142.3,5.929166666666667,1,38.4125,38.4125,1.2680767979173446,38.4125
T0000494,A00019,M00062,2025-02-08 20:28:00,50.38,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,50.38,50.38,6,2025-01-26 18:13:00,48.71,Entertainment,13 days 02:15:00,314.25,13.09375,0,37.28666666666667,40.472,1.3511532272483462,40.472
T0000616,A00019,M00005,2025-03-16 15:58:00,36.32,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Groceries,Portugal,False,36.32,36.32,7,2025-02-08 20:28:00,50.38,Entertainment,35 days 19:30:00,859.5,35.8125,0,,42.123333333333335,,42.123333333333335
T0000342,A00019,M00062,2025-05-02 15:50:00,46.6,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,46.6,46.6,8,2025-03-16 15:58:00,36.32,Groceries,46 days 23:52:00,1127.8666666666666,46.99444444444444,0,,43.35,,41.294285714285714
T0000470,A00019,M00006,2025-06-14 21:11:00,55.38,EUR,Purchase,Declined,False,none,C00015,Ireland,Standard,63.59,18,0.159,Groceries,Ireland,False,55.38,0.0,9,2025-05-02 15:50:00,46.6,Entertainment,43 days 05:21:00,1037.35,43.22291666666666,0,,46.6,,41.9575
T0000044,A00019,M00054,2025-06-20 22:37:00,191.75,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Home,Ireland,True,191.75,191.75,10,2025-06-14 21:11:00,55.38,Groceries,6 days 01:26:00,145.43333333333334,6.059722222222223,1,55.38,50.99,3.4624413145539905,43.44888888888889
T0000865,A00019,M00062,2025-06-24 17:23:00,94.73,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,94.73,94.73,11,2025-06-20 22:37:00,191.75,Home,3 days 18:46:00,90.76666666666667,3.7819444444444446,1,123.565,97.91000000000001,0.7666410391292033,58.278999999999996
T0000345,A00019,M00006,2025-08-13 16:00:00,87.06,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Groceries,Ireland,False,87.06,87.06,12,2025-06-24 17:23:00,94.73,Entertainment,49 days 22:37:00,1198.6166666666666,49.942361111111104,0,,113.95333333333333,,61.592727272727274
T0000797,A00019,M00062,2025-08-23 18:20:00,70.49,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,70.49,70.49,13,2025-08-13 16:00:00,87.06,Groceries,10 days 02:20:00,242.33333333333334,10.097222222222223,0,87.06,107.23,0.8096714909257983,63.715
T0000406,A00019,M00062,2025-09-22 18:14:00,32.71,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,32.71,32.71,14,2025-08-23 18:20:00,70.49,Entertainment,29 days 23:54:00,719.9,29.995833333333334,0,70.49,78.775,0.4640374521208683,64.23615384615385
T0000412,A00019,M00062,2025-09-25 11:16:00,37.15,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,37.15,37.15,15,2025-09-22 18:14:00,32.71,Entertainment,2 days 17:02:00,65.03333333333333,2.709722222222222,1,32.71,63.42000000000001,1.13573830632834,61.98428571428571
T0000085,A00019,M00054,2025-09-25 18:07:00,152.56,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Home,Ireland,True,152.56,152.56,16,2025-09-25 11:16:00,37.15,Entertainment,0 days 06:51:00,6.85,0.28541666666666665,2,34.93,56.852500000000006,4.367592327512167,60.32866666666667
T0000998,A00019,M00006,2025-10-18 20:50:00,54.29,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Groceries,Ireland,False,54.29,54.29,17,2025-09-25 18:07:00,152.56,Home,23 days 02:43:00,554.7166666666667,23.113194444444446,0,74.14,75.994,0.7322632856757486,66.093125
T0000400,A00019,M00062,2025-10-30 20:45:00,52.06,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,52.06,52.06,18,2025-10-18 20:50:00,54.29,Groceries,11 days 23:55:00,287.9166666666667,11.996527777777779,0,54.29,72.37666666666668,0.9589242954503593,65.39882352941176
T0000490,A00019,M00062,2025-11-14 17:53:00,54.67,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,54.67,54.67,19,2025-10-30 20:45:00,52.06,Entertainment,14 days 21:08:00,357.1333333333333,14.880555555555555,0,53.175,66.54333333333334,1.0281147155618242,64.65777777777777
T0000204,A00019,M00062,2025-11-18 16:10:00,47.68,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,47.68,47.68,20,2025-11-14 17:53:00,54.67,Entertainment,3 days 22:17:00,94.28333333333333,3.928472222222222,1,53.365,64.84714285714286,0.8934695024829007,64.1321052631579
T0000822,A00019,M00062,2025-12-29 16:22:00,100.09,EUR,Purchase,Completed,False,none,C00015,Ireland,Standard,63.59,18,0.159,Entertainment,Ireland,True,100.09,100.09,21,2025-11-18 16:10:00,47.68,Entertainment,41 days 00:12:00,984.2,41.00833333333333,0,,52.17500000000001,,63.3095
T0000827,A00020,M00007,2025-02-08 13:23:00,18.7,GBP,Purchase,Completed,False,none,C00016,United Kingdom,Standard,52.22,12,0.248,Groceries,United Kingdom,False,18.7,18.7,1,,,,,,,0,,,,
T0000908,A00020,M00007,2025-08-14 14:05:00,39.0,GBP,Purchase,Completed,False,none,C00016,United Kingdom,Standard,52.22,12,0.248,Groceries,United Kingdom,False,39.0,39.0,2,2025-02-08 13:23:00,18.7,Groceries,187 days 00:42:00,4488.7,187.02916666666667,0,,,,18.7
T0000653,A00020,M00039,2025-12-09 12:15:00,45.72,GBP,Purchase,Completed,False,none,C00016,United Kingdom,Standard,52.22,12,0.248,Sports,United Kingdom,False,45.72,45.72,3,2025-08-14 14:05:00,39.0,Groceries,116 days 22:10:00,2806.1666666666665,116.9236111111111,0,,,,28.85
T0000422,A00021,M00069,2025-01-31 16:18:00,98.56,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Fashion,Portugal,True,98.56,98.56,1,,,,,,,0,,,,
T0000607,A00021,M00029,2025-02-19 14:12:00,411.95,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Electronics,Portugal,True,411.95,411.95,2,2025-01-31 16:18:00,98.56,Fashion,18 days 21:54:00,453.9,18.912499999999998,0,98.56,98.56,4.1796875,98.56
T0000030,A00021,M00029,2025-03-17 13:33:00,301.38,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Electronics,Portugal,True,301.38,301.38,3,2025-02-19 14:12:00,411.95,Electronics,25 days 23:21:00,623.35,25.972916666666666,0,411.95,255.255,0.7315936400048549,255.255
T0000343,A00021,M00021,2025-06-06 19:52:00,55.12,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Books,Portugal,True,55.12,55.12,4,2025-03-17 13:33:00,301.38,Electronics,81 days 06:19:00,1950.3166666666666,81.26319444444444,0,,301.38,,270.63
T0000300,A00021,M00013,2025-06-08 14:02:00,34.61,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Restaurants,Portugal,False,34.61,34.61,5,2025-06-06 19:52:00,55.12,Books,1 days 18:10:00,42.166666666666664,1.7569444444444444,1,55.12,178.25,0.6279027576197388,216.7525
T0000778,A00021,M00061,2025-06-17 15:41:00,101.35,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Entertainment,Portugal,True,101.35,101.35,6,2025-06-08 14:02:00,34.61,Restaurants,9 days 01:39:00,217.65,9.06875,0,44.864999999999995,44.864999999999995,2.258999219881868,180.324
T0000142,A00021,M00029,2025-07-31 12:15:00,1116.86,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Electronics,Portugal,True,1116.86,1116.86,7,2025-06-17 15:41:00,101.35,Entertainment,43 days 20:34:00,1052.5666666666666,43.856944444444444,0,,63.69333333333333,,167.16166666666666
T0000976,A00021,M00029,2025-10-02 15:43:00,192.01,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Electronics,Portugal,True,192.01,192.01,8,2025-07-31 12:15:00,1116.86,Electronics,63 days 03:28:00,1515.4666666666667,63.144444444444446,0,,1116.86,,302.8328571428571
T0000649,A00021,M00029,2025-10-30 19:06:00,134.27,EUR,Purchase,Completed,False,none,C00017,Portugal,Standard,67.51,15,0.23,Electronics,Portugal,True,134.27,134.27,9,2025-10-02 15:43:00,192.01,Electronics,28 days 03:23:00,675.3833333333333,28.14097222222222,0,192.01,192.01,0.6992864954950264,288.98
T0000994,A00022,M00074,2025-02-24 16:47:00,28.57,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Health,France,False,28.57,28.57,1,,,,,,,0,,,,
T0000725,A00022,M00042,2025-04-14 20:23:00,346.79,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Travel,France,True,346.79,346.79,2,2025-02-24 16:47:00,28.57,Health,49 days 03:36:00,1179.6,49.15,0,,28.57,,28.57
T0000374,A00022,M00074,2025-04-27 20:50:00,35.15,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Health,France,False,35.15,35.15,3,2025-04-14 20:23:00,346.79,Travel,13 days 00:27:00,312.45,13.018749999999999,0,346.79,187.68,0.10135817065082614,187.68
T0000009,A00022,M00039,2025-05-11 16:29:00,152.45,GBP,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Sports,United Kingdom,False,152.45,152.45,4,2025-04-27 20:50:00,35.15,Health,13 days 19:39:00,331.65,13.81875,0,190.97,136.83666666666667,0.7982929255904068,136.83666666666667
T0000054,A00022,M00034,2025-06-21 18:11:00,41.93,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Sports,France,False,41.93,41.93,5,2025-05-11 16:29:00,152.45,Sports,41 days 01:42:00,985.7,41.07083333333333,0,,178.13,,140.74
T0000376,A00022,M00025,2025-06-27 18:44:00,91.96,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Electronics,Spain,True,91.96,91.96,6,2025-06-21 18:11:00,41.93,Sports,6 days 00:33:00,144.55,6.022916666666667,1,41.93,144.08,2.1931791080372047,120.978
T0000791,A00022,M00027,2025-06-28 22:44:00,151.84,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Electronics,Germany,True,151.84,151.84,7,2025-06-27 18:44:00,91.96,Electronics,1 days 04:00:00,28.0,1.1666666666666667,1,66.945,133.656,2.2681305549331543,116.14166666666667
T0000610,A00022,M00074,2025-08-19 13:47:00,8.15,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Health,France,False,8.15,8.15,8,2025-06-28 22:44:00,151.84,Electronics,51 days 15:03:00,1239.05,51.62708333333333,0,,95.24333333333334,,121.24142857142859
T0000150,A00022,M00074,2025-09-01 19:14:00,29.95,EUR,Purchase,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Health,France,False,29.95,29.95,9,2025-08-19 13:47:00,8.15,Health,13 days 05:27:00,317.45,13.227083333333333,0,8.15,73.47,3.674846625766871,107.105
T0000272,A00022,M00026,2025-12-31 19:43:00,371.96,EUR,Refund,Completed,False,none,C00018,France,Standard,77.29,19,0.272,Electronics,France,True,-371.96,-371.96,10,2025-09-01 19:14:00,29.95,Health,121 days 00:29:00,2904.483333333333,121.02013888888888,0,,,,98.53222222222222
T0000995,A00023,M00079,2025-01-22 19:24:00,6.27,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Health,United Kingdom,False,6.27,6.27,1,,,,,,,0,,,,
T0000347,A00023,M00007,2025-01-28 11:14:00,25.72,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Groceries,United Kingdom,False,25.72,25.72,2,2025-01-22 19:24:00,6.27,Health,5 days 15:50:00,135.83333333333334,5.659722222222222,1,6.27,6.27,4.10207336523126,6.27
T0000202,A00023,M00039,2025-03-25 16:26:00,13.48,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Sports,United Kingdom,False,13.48,13.48,3,2025-01-28 11:14:00,25.72,Groceries,56 days 05:12:00,1349.2,56.21666666666667,0,,15.995,,15.995
T0000325,A00023,M00031,2025-07-26 14:22:00,82.42,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Electronics,United Kingdom,True,82.42,82.42,4,2025-03-25 16:26:00,13.48,Sports,122 days 21:56:00,2949.9333333333334,122.91388888888889,0,,,,15.156666666666666
T0000141,A00023,M00047,2025-08-11 04:55:00,124.72,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Travel,United Kingdom,True,124.72,124.72,5,2025-07-26 14:22:00,82.42,Electronics,15 days 14:33:00,374.55,15.606250000000001,0,82.42,82.42,1.5132249454016016,31.9725
T0000067,A00023,M00015,2025-08-25 12:06:00,15.0,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Restaurants,United Kingdom,False,15.0,15.0,6,2025-08-11 04:55:00,124.72,Travel,14 days 07:11:00,343.18333333333334,14.299305555555556,0,103.57,103.57,0.14482958385632907,50.522000000000006
T0000052,A00023,M00023,2025-11-07 14:12:00,18.4,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Books,United Kingdom,True,18.4,18.4,7,2025-08-25 12:06:00,15.0,Restaurants,74 days 02:06:00,1778.1,74.08749999999999,0,,69.86,,44.60166666666667
T0000675,A00023,M00007,2025-11-12 08:16:00,10.24,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Groceries,United Kingdom,False,10.24,10.24,8,2025-11-07 14:12:00,18.4,Books,4 days 18:04:00,114.06666666666666,4.752777777777777,1,18.4,16.7,0.5565217391304348,40.85857142857143
T0000061,A00023,M00023,2025-12-08 12:36:00,8.65,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Books,United Kingdom,True,8.65,8.65,9,2025-11-12 08:16:00,10.24,Groceries,26 days 04:20:00,628.3333333333334,26.180555555555557,0,10.24,14.32,0.8447265625,37.03125
T0000601,A00023,M00023,2025-12-09 12:42:00,8.89,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Books,United Kingdom,True,8.89,8.89,10,2025-12-08 12:36:00,8.65,Books,1 days 00:06:00,24.1,1.0041666666666667,1,9.445,12.43,0.9412387506617258,33.87777777777777
T0000560,A00023,M00071,2025-12-22 15:23:00,85.72,GBP,Purchase,Completed,False,none,C00019,United Kingdom,Student,25.99,13,0.12,Fashion,United Kingdom,True,85.72,85.72,11,2025-12-09 12:42:00,8.89,Books,13 days 02:41:00,314.68333333333334,13.111805555555556,0,8.77,11.545,9.774230330672749,31.379
T0000688,A00025,M00078,2025-03-10 12:43:00,32.23,EUR,Purchase,Completed,False,none,C00020,Italy,Standard,65.52,13,0.315,Health,Ireland,False,32.23,32.23,1,,,,,,,0,,,,
T0000038,A00025,M00052,2025-08-18 14:18:00,251.51,EUR,Purchase,Completed,False,none,C00020,Italy,Standard,65.52,13,0.315,Home,Italy,True,251.51,251.51,2,2025-03-10 12:43:00,32.23,Health,161 days 01:35:00,3865.5833333333335,161.06597222222223,0,,,,32.23
T0000625,A00026,M00045,2025-01-15 18:56:00,207.32,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Travel,Portugal,True,207.32,207.32,1,,,,,,,0,,,,
T0000495,A00026,M00077,2025-02-06 15:12:00,19.08,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Health,Portugal,False,19.08,19.08,2,2025-01-15 18:56:00,207.32,Travel,21 days 20:16:00,524.2666666666667,21.844444444444445,0,207.32,207.32,0.0920316419062319,207.32
T0000004,A00026,M00070,2025-07-06 08:05:00,26.03,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Fashion,Ireland,True,26.03,26.03,3,2025-02-06 15:12:00,19.08,Health,149 days 16:53:00,3592.883333333333,149.70347222222222,0,,,,113.19999999999999
T0000256,A00026,M00053,2025-08-15 21:52:00,179.03,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Home,Portugal,True,179.03,179.03,4,2025-07-06 08:05:00,26.03,Fashion,40 days 13:47:00,973.7833333333333,40.574305555555554,0,,26.03,,84.14333333333333
T0000387,A00026,M00005,2025-11-11 15:52:00,16.87,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Groceries,Portugal,False,16.87,16.87,5,2025-08-15 21:52:00,179.03,Home,87 days 18:00:00,2106.0,87.75,0,,179.03,,107.865
T0000321,A00026,M00029,2025-11-22 18:27:00,77.92,EUR,Purchase,Completed,False,none,C00021,Portugal,Standard,60.8,16,0.282,Electronics,Portugal,True,77.92,77.92,6,2025-11-11 15:52:00,16.87,Groceries,11 days 02:35:00,266.5833333333333,11.107638888888888,0,16.87,16.87,4.618850029638411,89.666
T0000991,A00027,M00019,2025-01-19 21:56:00,22.39,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Books,Germany,True,22.39,22.39,1,,,,,,,0,,,,
T0000929,A00027,M00027,2025-03-23 15:14:00,118.39,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Germany,True,118.39,118.39,2,2025-01-19 21:56:00,22.39,Books,62 days 17:18:00,1505.3,62.72083333333333,0,,22.39,,22.39
T0000783,A00027,M00051,2025-03-26 17:10:00,81.35,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Home,Germany,True,81.35,81.35,3,2025-03-23 15:14:00,118.39,Electronics,3 days 01:56:00,73.93333333333334,3.0805555555555557,1,118.39,70.39,0.6871357378156938,70.39
T0000184,A00027,M00076,2025-03-28 17:56:00,12.64,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Health,Italy,False,12.64,12.64,4,2025-03-26 17:10:00,81.35,Home,2 days 00:46:00,48.766666666666666,2.0319444444444446,2,99.87,74.04333333333334,0.12656453389406228,74.04333333333334
T0000870,A00027,M00075,2025-04-11 13:06:00,34.27,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Health,Germany,False,34.27,34.27,5,2025-03-28 17:56:00,12.64,Health,13 days 19:10:00,331.1666666666667,13.798611111111112,0,70.79333333333334,58.692499999999995,0.48408513042659385,58.692499999999995
T0000421,A00027,M00075,2025-04-13 17:57:00,44.25,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Health,Germany,False,44.25,44.25,6,2025-04-11 13:06:00,34.27,Health,2 days 04:51:00,52.85,2.2020833333333334,1,61.6625,53.80800000000001,0.7176160551388607,53.80800000000001
T0000744,A00027,M00029,2025-06-01 17:22:00,202.71,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Portugal,True,202.71,202.71,7,2025-04-13 17:57:00,44.25,Health,48 days 23:25:00,1175.4166666666667,48.97569444444445,0,,58.18000000000001,,52.215
T0000249,A00027,M00006,2025-08-07 19:54:00,54.42,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Groceries,Ireland,False,54.42,54.42,8,2025-06-01 17:22:00,202.71,Electronics,67 days 02:32:00,1610.5333333333333,67.10555555555555,0,,202.71,,73.71428571428571
T0000829,A00027,M00027,2025-08-22 17:55:00,139.36,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Germany,True,139.36,139.36,9,2025-08-07 19:54:00,54.42,Groceries,14 days 22:01:00,358.01666666666665,14.917361111111111,0,54.42,128.565,2.5608232267548696,71.3025
T0000384,A00027,M00027,2025-09-13 19:30:00,149.76,EUR,Purchase,Declined,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Germany,True,149.76,0.0,10,2025-08-22 17:55:00,139.36,Electronics,22 days 01:35:00,529.5833333333334,22.065972222222225,0,139.36,96.89,1.0746268656716416,78.86444444444444
T0000838,A00027,M00019,2025-09-27 14:35:00,27.0,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Books,Germany,True,27.0,27.0,11,2025-09-13 19:30:00,149.76,Electronics,13 days 19:05:00,331.0833333333333,13.795138888888888,0,149.76,114.51333333333332,0.18028846153846154,85.954
T0000395,A00027,M00027,2025-10-05 21:30:00,140.9,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Germany,True,140.9,140.9,12,2025-09-27 14:35:00,27.0,Books,8 days 06:55:00,198.91666666666666,8.288194444444445,0,88.38,92.63499999999999,1.5942520932337634,80.59454545454545
T0000010,A00027,M00063,2025-10-11 17:15:00,43.98,GBP,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Entertainment,United Kingdom,True,43.98,43.98,13,2025-10-05 21:30:00,140.9,Electronics,5 days 19:45:00,139.75,5.822916666666667,1,105.88666666666666,102.288,0.41534974501038846,85.62
T0000824,A00027,M00059,2025-11-08 14:07:00,173.47,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Entertainment,Germany,True,173.47,173.47,14,2025-10-11 17:15:00,43.98,Entertainment,27 days 20:52:00,668.8666666666667,27.869444444444444,0,43.98,100.2,3.944292860391087,82.41692307692308
T0000878,A00027,M00027,2025-12-19 10:19:00,104.94,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Electronics,Germany,True,104.94,104.94,15,2025-11-08 14:07:00,173.47,Entertainment,40 days 20:12:00,980.2,40.84166666666667,0,,96.33749999999999,,88.9207142857143
T0000191,A00027,M00059,2025-12-20 17:30:00,41.51,EUR,Purchase,Completed,False,none,C00022,Germany,Standard,60.0,18,0.26,Entertainment,Germany,True,41.51,41.51,16,2025-12-19 10:19:00,104.94,Electronics,1 days 07:11:00,31.183333333333334,1.2993055555555555,1,104.94,98.05799999999999,0.3955593672574805,89.98866666666666
