transaction_id,account_id,merchant_id,timestamp,amount,currency,transaction_type,status,is_injected_anomaly,anomaly_type
T0000297,A00038,M00002,2025-12-07 15:35:00,37.83,EUR,Purchase,Completed,False,none
T0000298,A00044,M00056,2025-04-04 11:38:00,230.07,USD,Purchase,Completed,False,none
T0000299,A00010,M00078,2025-10-19 20:15:00,28.19,EUR,Purchase,Completed,False,none
T0000300,A00021,M00013,2025-06-08 14:02:00,34.61,EUR,Purchase,Completed,False,none
T0000301,A00012,M00073,2025-05-04 13:46:00,6.78,EUR,Purchase,Completed,False,none
T0000302,A00090,M00005,2025-03-25 17:23:00,22.19,EUR,Purchase,Completed,False,none
T0000303,A00080,M00012,2025-10-27 16:37:00,5.02,EUR,Purchase,Completed,False,none
T0000304,A00058,M00063,2025-07-07 21:10:00,48.5,GBP,Purchase,Completed,False,none
T0000305,A00043,M00031,2025-06-14 10:18:00,110.81,GBP,Purchase,Completed,False,none
T0000306,A00076,M00067,2025-08-29 17:36:00,111.72,EUR,Purchase,Completed,False,none
T0000307,A00091,M00062,2025-10-20 22:07:00,75.9,EUR,Purchase,Completed,False,none
T0000308,A00102,M00043,2025-08-28 10:19:00,257.22,EUR,Purchase,Completed,False,none
T0000309,A00061,M00027,2025-06-20 10:43:00,106.26,EUR,Purchase,Completed,False,none
T0000310,A00091,M00038,2025-11-23 21:46:00,205.27,EUR,Purchase,Completed,False,none
T0000311,A00056,M00062,2025-11-23 14:21:00,9.84,EUR,Purchase,Completed,False,none
T0000312,A00053,M00012,2025-12-19 14:06:00,68.93,EUR,Purchase,Completed,False,none
T0000313,A00098,M00046,2025-02-03 13:01:00,63.21,EUR,Purchase,Completed,False,none
T0000314,A00043,M00023,2025-11-22 12:33:00,13.78,GBP,Purchase,Completed,False,none
T0000315,A00044,M00039,2025-03-12 09:41:00,46.83,GBP,Purchase,Completed,False,none
T0000316,A00037,M00036,2025-08-15 18:35:00,87.27,EUR,Purchase,Completed,False,none
T0000317,A00057,M00079,2025-08-29 13:24:00,61.31,GBP,Purchase,Completed,False,none
T0000318,A00059,M00066,2025-03-17 18:01:00,47.11,EUR,Purchase,Completed,False,none
T0000319,A00076,M00067,2025-01-03 20:13:00,141.3,EUR,Purchase,Completed,False,none
T0000320,A00048,M00039,2025-12-11 10:02:00,42.09,GBP,Purchase,Declined,False,none
T0000321,A00026,M00029,2025-11-22 18:27:00,77.92,EUR,Purchase,Completed,False,none
T0000322,A00098,M00014,2025-03-05 06:18:00,7.43,EUR,Purchase,Completed,False,none
T0000323,A00041,M00080,2025-08-08 08:04:00,8.37,USD,Refund,Completed,False,none
T0000324,A00107,M00015,2025-02-25 16:36:00,33.27,GBP,Purchase,Completed,False,none
T0000325,A00023,M00031,2025-07-26 14:22:00,82.42,GBP,Purchase,Completed,False,none
T0000326,A00063,M00018,2025-04-26 17:57:00,63.66,EUR,Purchase,Completed,False,none
T0000327,A00059,M00066,2025-10-02 14:25:00,231.49,EUR,Purchase,Completed,False,none
T0000328,A00092,M00072,2025-07-29 11:05:00,6.64,USD,Purchase,Completed,False,none
T0000329,A00011,M00066,2025-07-01 16:42:00,43.29,EUR,Purchase,Completed,False,none
T0000330,A00107,M00015,2025-09-06 15:42:00,42.07,GBP,Purchase,Completed,False,none
T0000331,A00058,M00076,2025-06-23 16:55:00,60.57,EUR,Purchase,Completed,False,none
T0000332,A00067,M00018,2025-01-05 15:41:00,27.35,EUR,Purchase,Completed,False,none
T0000333,A00055,M00022,2025-08-06 18:21:00,9.83,EUR,Purchase,Completed,False,none
T0000334,A00002,M00031,2025-10-11 20:40:00,51.28,GBP,Purchase,Completed,False,none
T0000335,A00054,M00008,2025-06-28 11:47:00,12.15,USD,Purchase,Completed,False,none
T0000336,A00033,M00020,2025-03-05 14:30:00,49.84,EUR,Purchase,Completed,False,none
T0000337,A00041,M00056,2025-01-03 11:47:00,17.95,USD,Purchase,Completed,False,none
T0000338,A00074,M00056,2025-04-19 12:58:00,164.25,USD,Purchase,Completed,False,none
T0000339,A00054,M00031,2025-10-08 15:45:00,64.49,GBP,Purchase,Completed,False,none
T0000340,A00007,M00076,2025-04-28 12:30:00,35.36,EUR,Purchase,Completed,False,none
T0000341,A00004,M00070,2025-12-15 17:29:00,115.57,EUR,Purchase,Completed,False,none
T0000342,A00019,M00062,2025-05-02 15:50:00,46.6,EUR,Purchase,Completed,False,none
T0000343,A00021,M00021,2025-06-06 19:52:00,55.12,EUR,Purchase,Completed,False,none
T0000344,A00069,M00054,2025-10-05 18:15:00,1573.3,EUR,Purchase,Completed,False,none
T0000345,A00019,M00006,2025-08-13 16:00:00,87.06,EUR,Purchase,Completed,False,none
T0000346,A00101,M00027,2025-01-15 12:48:00,81.09,EUR,Purchase,Completed,False,none
T0000347,A00023,M00007,2025-01-28 11:14:00,25.72,GBP,Purchase,Completed,False,none
T0000348,A00006,M00052,2025-03-13 22:59:00,151.42,EUR,Purchase,Completed,False,none
T0000349,A00099,M00049,2025-11-15 17:02:00,116.38,EUR,Purchase,Completed,False,none
T0000350,A00036,M00052,2025-01-09 09:54:00,72.67,EUR,Purchase,Completed,False,none
T0000351,A00048,M00039,2025-01-27 13:40:00,633.74,GBP,Purchase,Completed,True,high_amount
T0000352,A00113,M00059,2025-10-12 17:18:00,83.01,EUR,Purchase,Completed,False,none
T0000353,A00112,M00011,2025-08-16 17:02:00,15.11,EUR,Purchase,Completed,False,none
T0000354,A00081,M00007,2025-12-26 16:50:00,36.18,GBP,Purchase,Completed,False,none
T0000355,A00004,M00046,2025-03-22 11:07:00,449.89,EUR,Purchase,Completed,False,none
T0000356,A00067,M00034,2025-08-29 15:05:00,51.9,EUR,Purchase,Completed,False,none
T0000357,A00116,M00045,2025-02-19 11:47:00,234.18,EUR,Purchase,Declined,False,none
T0000358,A00112,M00016,2025-08-04 16:40:00,16.87,USD,Purchase,Completed,False,none
T0000359,A00008,M00049,2025-02-08 17:07:00,547.01,EUR,Purchase,Completed,False,none
T0000360,A00044,M00039,2025-11-28 14:20:00,25.18,GBP,Purchase,Completed,False,none
T0000361,A00038,M00002,2025-06-01 18:39:00,14.69,EUR,Purchase,Completed,False,none
T0000362,A00010,M00055,2025-04-04 12:39:00,112.87,GBP,Purchase,Completed,False,none
T0000363,A00079,M00041,2025-12-26 17:21:00,98.07,EUR,Purchase,Completed,False,none
T0000364,A00033,M00012,2025-01-25 19:24:00,52.22,EUR,Purchase,Completed,False,none
T0000365,A00041,M00075,2025-10-19 11:04:00,15.14,EUR,Purchase,Completed,False,none
T0000366,A00006,M00036,2025-07-06 19:00:00,64.55,EUR,Purchase,Completed,False,none
T0000367,A00054,M00056,2025-09-08 23:58:00,26.3,USD,Purchase,Completed,False,none
T0000368,A00015,M00069,2025-04-06 17:13:00,86.06,EUR,Purchase,Declined,False,none
T0000369,A00048,M00055,2025-11-18 14:55:00,78.57,GBP,Refund,Completed,False,none
T0000370,A00012,M00073,2025-06-14 15:02:00,20.88,EUR,Purchase,Completed,False,none
T0000371,A00112,M00016,2025-06-02 13:59:00,564.33,USD,Purchase,Completed,True,high_amount
T0000372,A00012,M00001,2025-06-16 15:25:00,9.37,EUR,Purchase,Completed,False,none
T0000373,A00057,M00031,2025-04-19 18:48:00,108.05,GBP,Purchase,Completed,False,none
T0000374,A00022,M00074,2025-04-27 20:50:00,35.15,EUR,Purchase,Completed,False,none
T0000375,A00004,M00078,2025-02-21 17:21:00,27.23,EUR,Purchase,Completed,False,none
T0000376,A00022,M00025,2025-06-27 18:44:00,91.96,EUR,Purchase,Completed,False,none
T0000377,A00004,M00070,2025-06-23 15:20:00,175.54,EUR,Purchase,Completed,False,none
T0000378,A00011,M00047,2025-05-19 15:47:00,31.45,GBP,Purchase,Completed,False,none
T0000379,A00054,M00008,2025-12-26 17:57:00,39.77,USD,Purchase,Completed,False,none
T0000380,A00074,M00072,2025-02-11 11:48:00,87.73,USD,Purchase,Completed,False,none
T0000381,A00004,M00054,2025-11-29 13:43:00,170.94,EUR,Purchase,Completed,False,none
T0000382,A00050,M00027,2025-11-13 17:22:00,88.2,EUR,Purchase,Completed,False,none
T0000383,A00067,M00063,2025-01-09 12:06:00,56.17,GBP,Refund,Completed,False,none
T0000384,A00027,M00027,2025-09-13 19:30:00,149.76,EUR,Purchase,Declined,False,none
T0000385,A00042,M00049,2025-03-18 10:07:00,30.73,EUR,Purchase,Completed,False,none
T0000386,A00004,M00046,2025-01-16 21:30:00,366.48,EUR,Purchase,Completed,False,none
T0000387,A00026,M00005,2025-11-11 15:52:00,16.87,EUR,Purchase,Completed,False,none
T0000388,A00051,M00031,2025-02-12 15:06:00,88.15,GBP,Purchase,Completed,False,none
T0000389,A00117,M00073,2025-04-20 20:54:00,13.98,EUR,Purchase,Completed,False,none
T0000390,A00119,M00049,2025-02-05 11:35:00,56.2,EUR,Purchase,Completed,False,none
T0000391,A00116,M00003,2025-02-21 11:02:00,25.03,EUR,Purchase,Completed,False,none
T0000392,A00047,M00050,2025-01-23 15:43:00,66.21,EUR,Purchase,Completed,False,none
T0000393,A00004,M00078,2025-11-04 14:00:00,32.99,EUR,Purchase,Completed,False,none
T0000394,A00040,M00077,2025-01-22 18:36:00,11.09,EUR,Purchase,Completed,False,none
T0000395,A00027,M00027,2025-10-05 21:30:00,140.9,EUR,Purchase,Completed,False,none
T0000396,A00001,M00017,2025-02-27 08:44:00,12.31,EUR,Purchase,Completed,False,none
T0000397,A00007,M00076,2025-11-30 15:22:00,57.13,EUR,Purchase,Completed,False,none
T0000398,A00050,M00067,2025-11-06 16:07:00,72.13,EUR,Purchase,Completed,False,none
T0000399,A00041,M00080,2025-08-18 06:23:00,11.15,USD,Purchase,Completed,False,none
T0000400,A00019,M00062,2025-10-30 20:45:00,52.06,EUR,Purchase,Completed,False,none
T0000401,A00082,M00034,2025-04-19 15:57:00,45.78,EUR,Purchase,Completed,False,none
T0000402,A00042,M00009,2025-10-13 13:12:00,15.44,EUR,Purchase,Completed,False,none
T0000403,A00094,M00042,2025-03-22 10:21:00,209.31,EUR,Purchase,Completed,False,none
T0000404,A00029,M00018,2025-08-13 15:52:00,19.55,EUR,Purchase,Completed,False,none
T0000405,A00060,M00026,2025-12-02 09:18:00,169.65,EUR,Purchase,Completed,False,none
T0000406,A00019,M00062,2025-09-22 18:14:00,32.71,EUR,Purchase,Completed,False,none
T0000407,A00054,M00032,2025-04-09 18:49:00,37.27,USD,Purchase,Completed,False,none
T0000408,A00013,M00050,2025-09-27 10:29:00,81.33,EUR,Purchase,Completed,False,none
T0000409,A00015,M00066,2025-11-19 13:34:00,101.58,EUR,Purchase,Completed,False,none
T0000410,A00069,M00062,2025-11-21 18:29:00,147.15,EUR,Purchase,Completed,False,none
T0000411,A00033,M00054,2025-09-27 18:36:00,106.22,EUR,Purchase,Completed,False,none
T0000412,A00019,M00062,2025-09-25 11:16:00,37.15,EUR,Purchase,Completed,False,none
T0000413,A00109,M00004,2025-10-14 20:43:00,67.2,EUR,Purchase,Completed,False,none
T0000414,A00004,M00070,2025-09-26 18:21:00,35.15,EUR,Purchase,Completed,False,none
T0000415,A00065,M00017,2025-02-18 16:31:00,34.28,EUR,Purchase,Completed,False,none
T0000416,A00062,M00004,2025-10-21 16:11:00,20.42,EUR,Purchase,Completed,False,none
T0000417,A00030,M00008,2025-03-07 13:00:00,20.87,USD,Purchase,Completed,False,none
T0000418,A00050,M00070,2025-07-23 17:34:00,56.37,EUR,Purchase,Completed,False,none
T0000419,A00004,M00069,2025-05-04 14:08:00,433.25,EUR,Purchase,Completed,False,none
T0000420,A00082,M00074,2025-03-19 21:54:00,56.22,EUR,Purchase,Completed,False,none
T0000421,A00027,M00075,2025-04-13 17:57:00,44.25,EUR,Purchase,Completed,False,none
T0000422,A00021,M00069,2025-01-31 16:18:00,98.56,EUR,Purchase,Completed,False,none
T0000423,A00038,M00002,2025-06-10 12:17:00,16.1,EUR,Purchase,Completed,False,none
T0000424,A00105,M00076,2025-06-02 16:30:00,43.65,EUR,Purchase,Completed,False,none
T0000425,A00087,M00064,2025-05-28 08:12:00,55.94,USD,Purchase,Completed,False,none
T0000426,A00112,M00080,2025-02-03 23:51:00,19.49,USD,Purchase,Completed,False,none
T0000427,A00074,M00016,2025-08-10 15:06:00,43.75,USD,Purchase,Completed,False,none
T0000428,A00076,M00008,2025-03-03 22:27:00,72.35,USD,Purchase,Completed,False,none
T0000429,A00053,M00076,2025-11-09 21:11:00,45.61,EUR,Purchase,Completed,False,none
T0000430,A00106,M00060,2025-01-09 13:49:00,22.09,EUR,Purchase,Completed,False,none
T0000431,A00056,M00018,2025-01-21 20:08:00,11.22,EUR,Purchase,Completed,False,none
T0000432,A00042,M00049,2025-04-20 11:26:00,27.63,EUR,Purchase,Completed,False,none
T0000433,A00073,M00006,2025-05-29 06:50:00,45.0,EUR,Purchase,Completed,False,none
T0000434,A00061,M00020,2025-12-21 19:26:00,43.7,EUR,Purchase,Completed,False,none
T0000435,A00009,M00077,2025-07-11 21:11:00,15.26,EUR,Purchase,Completed,False,none
T0000436,A00043,M00063,2025-05-19 10:09:00,39.8,GBP,Purchase,Completed,False,none
T0000437,A00038,M00071,2025-11-02 10:36:00,68.41,GBP,Purchase,Completed,False,none
T0000438,A00093,M00012,2025-03-29 14:07:00,43.98,EUR,Purchase,Completed,False,none
T0000439,A00043,M00015,2025-11-24 05:21:00,21.05,GBP,Purchase,Completed,False,none
T0000440,A00092,M00064,2025-05-28 14:36:00,13.7,USD,Purchase,Completed,False,none
T0000441,A00050,M00027,2025-04-25 10:22:00,102.15,EUR,Purchase,Completed,False,none
T0000442,A00084,M00007,2025-04-20 13:49:00,40.2,GBP,Purchase,Completed,False,none
T0000443,A00010,M00075,2025-01-04 13:41:00,31.27,EUR,Purchase,Completed,False,none
T0000444,A00107,M00076,2025-09-03 12:08:00,24.96,EUR,Purchase,Completed,False,none
T0000445,A00053,M00044,2025-07-30 18:49:00,406.73,EUR,Purchase,Completed,False,none
T0000446,A00032,M00030,2025-08-20 17:54:00,318.08,EUR,Purchase,Completed,False,none
T0000447,A00028,M00021,2025-08-26 18:12:00,32.47,EUR,Purchase,Completed,False,none
T0000448,A00033,M00004,2025-01-10 13:21:00,67.44,EUR,Purchase,Completed,False,none
T0000449,A00042,M00025,2025-11-17 09:23:00,39.81,EUR,Purchase,Completed,False,none
T0000450,A00082,M00038,2025-07-06 12:25:00,38.66,EUR,Purchase,Completed,False,none
T0000451,A00112,M00016,2025-09-10 09:27:00,30.74,USD,Purchase,Completed,False,none
T0000452,A00076,M00056,2025-01-14 22:53:00,107.93,USD,Purchase,Completed,False,none
T0000453,A00061,M00043,2025-10-05 20:39:00,343.04,EUR,Purchase,Completed,False,none
T0000454,A00050,M00027,2025-09-05 15:53:00,118.0,EUR,Purchase,Completed,False,none
T0000455,A00092,M00038,2025-05-15 09:21:00,16.87,EUR,Purchase,Completed,False,none
T0000456,A00093,M00016,2025-12-08 15:31:00,46.26,USD,Purchase,Completed,False,none
T0000457,A00035,M00021,2025-08-26 17:06:00,100.97,EUR,Purchase,Completed,False,none
T0000458,A00112,M00011,2025-11-28 14:16:00,25.46,EUR,Purchase,Completed,False,none
T0000459,A00044,M00055,2025-10-27 14:35:00,27.35,GBP,Purchase,Completed,False,none
T0000460,A00089,M00066,2025-03-17 14:10:00,14.94,EUR,Purchase,Completed,False,none
T0000461,A00113,M00061,2025-12-30 17:57:00,80.83,EUR,Purchase,Completed,False,none
T0000462,A00080,M00038,2025-09-29 17:16:00,115.62,EUR,Purchase,Completed,False,none
T0000463,A00015,M00061,2025-03-11 16:09:00,31.08,EUR,Purchase,Completed,False,none
T0000464,A00067,M00038,2025-10-17 11:46:00,102.5,EUR,Purchase,Completed,False,none
T0000465,A00009,M00025,2025-06-06 19:05:00,212.13,EUR,Purchase,Completed,False,none
T0000466,A00087,M00059,2025-11-12 11:19:00,68.18,EUR,Purchase,Completed,False,none
T0000467,A00034,M00015,2025-03-05 22:11:00,34.35,GBP,Purchase,Completed,False,none
T0000468,A00079,M00033,2025-04-05 22:41:00,74.13,EUR,Purchase,Completed,False,none
T0000469,A00107,M00015,2025-05-07 15:50:00,67.92,GBP,Purchase,Completed,False,none
T0000470,A00019,M00006,2025-06-14 21:11:00,55.38,EUR,Purchase,Declined,False,none
T0000471,A00043,M00071,2025-08-19 05:24:00,37.59,GBP,Purchase,Completed,False,none
T0000472,A00074,M00004,2025-03-22 07:28:00,42.59,EUR,Purchase,Completed,False,none
T0000473,A00047,M00010,2025-09-15 16:41:00,41.46,EUR,Purchase,Completed,False,none
T0000474,A00019,M00006,2025-01-09 00:21:00,51.1,EUR,Purchase,Completed,False,none
T0000475,A00002,M00055,2025-05-01 13:31:00,48.14,GBP,Purchase,Completed,False,none
T0000476,A00045,M00035,2025-08-29 16:30:00,39.53,EUR,Purchase,Completed,False,none
T0000477,A00074,M00070,2025-04-07 12:00:00,93.39,EUR,Purchase,Completed,False,none
T0000478,A00066,M00037,2025-06-07 15:34:00,69.0,EUR,Purchase,Completed,False,none
T0000479,A00014,M00006,2025-08-10 14:34:00,48.79,EUR,Purchase,Completed,False,none
T0000480,A00050,M00075,2025-04-01 16:59:00,46.27,EUR,Purchase,Completed,False,none
T0000481,A00042,M00017,2025-12-18 12:30:00,12.95,EUR,Purchase,Completed,False,none
T0000482,A00033,M00004,2025-11-06 22:53:00,42.5,EUR,Purchase,Completed,False,none
T0000483,A00083,M00068,2025-12-21 16:20:00,45.1,EUR,Purchase,Completed,False,none
T0000484,A00038,M00002,2025-06-30 18:41:00,43.23,EUR,Purchase,Completed,False,none
T0000485,A00059,M00026,2025-05-06 12:54:00,137.43,EUR,Purchase,Completed,False,none
T0000486,A00107,M00039,2025-12-30 14:09:00,335.35,GBP,Purchase,Completed,False,none
T0000487,A00059,M00050,2025-09-23 12:34:00,44.7,EUR,Purchase,Completed,False,none
T0000488,A00070,M00012,2025-10-17 06:55:00,70.55,EUR,Purchase,Completed,False,none
T0000489,A00004,M00043,2025-03-08 17:33:00,204.3,EUR,Purchase,Completed,False,none
T0000490,A00019,M00062,2025-11-14 17:53:00,54.67,EUR,Purchase,Completed,False,none
T0000491,A00008,M00015,2025-07-12 15:25:00,231.06,GBP,Purchase,Completed,False,none
T0000492,A00084,M00002,2025-10-10 13:53:00,23.59,EUR,Purchase,Completed,False,none
T0000493,A00093,M00012,2025-10-29 13:37:00,42.48,EUR,Purchase,Completed,False,none
T0000494,A00019,M00062,2025-02-08 20:28:00,50.38,EUR,Purchase,Completed,False,none
T0000495,A00026,M00077,2025-02-06 15:12:00,19.08,EUR,Purchase,Completed,False,none
T0000496,A00040,M00036,2025-01-24 22:10:00,28.91,EUR,Purchase,Completed,False,none
T0000497,A00067,M00050,2025-08-23 13:17:00,13.75,EUR,Purchase,Completed,True,unusual_category
T0000498,A00070,M00028,2025-12-01 11:45:00,248.64,EUR,Purchase,Completed,False,none
T0000499,A00078,M00045,2025-01-11 17:28:00,80.46,EUR,Purchase,Completed,False,none
T0000500,A00105,M00061,2025-02-20 15:23:00,23.72,EUR,Purchase,Completed,False,none
T0000501,A00036,M00028,2025-06-27 09:28:00,200.28,EUR,Purchase,Completed,False,none
T0000502,A00075,M00028,2025-05-23 08:20:00,40.79,EUR,Purchase,Completed,False,none
T0000503,A00062,M00076,2025-02-07 19:48:00,94.25,EUR,Purchase,Completed,False,none
T0000504,A00037,M00033,2025-08-11 20:23:00,38.32,EUR,Purchase,Completed,False,none
T0000505,A00105,M00060,2025-11-27 15:28:00,36.21,EUR,Purchase,Completed,False,none
T0000506,A00007,M00078,2025-03-19 15:33:00,58.02,EUR,Purchase,Completed,False,none
T0000507,A00080,M00076,2025-01-02 17:38:00,18.25,EUR,Purchase,Completed,False,none
T0000508,A00083,M00004,2025-03-24 12:20:00,9.23,EUR,Purchase,Completed,False,none
T0000509,A00107,M00015,2025-03-09 18:04:00,128.73,GBP,Purchase,Completed,False,none
T0000510,A00057,M00032,2025-06-20 15:41:00,157.58,USD,Purchase,Completed,False,none
T0000511,A00040,M00005,2025-02-09 22:33:00,10.16,EUR,Purchase,Completed,False,none
T0000512,A00092,M00056,2025-05-12 10:38:00,26.6,USD,Purchase,Completed,False,none
T0000513,A00085,M00006,2025-02-13 16:32:00,34.66,EUR,Purchase,Completed,False,none
T0000514,A00054,M00064,2025-09-04 16:30:00,26.95,USD,Purchase,Completed,False,none
T0000515,A00085,M00006,2025-06-21 14:56:00,14.88,EUR,Purchase,Completed,False,none
T0000516,A00033,M00052,2025-01-28 16:03:00,118.92,EUR,Purchase,Completed,False,none
T0000517,A00067,M00034,2025-01-16 15:05:00,44.77,EUR,Purchase,Completed,False,none
T0000518,A00098,M00022,2025-06-28 14:56:00,11.72,EUR,Purchase,Completed,False,none
T0000519,A00039,M00079,2025-08-05 15:53:00,35.58,GBP,Purchase,Completed,False,none
T0000520,A00053,M00004,2025-03-05 19:24:00,120.11,EUR,Purchase,Completed,False,none
T0000521,A00112,M00016,2025-04-29 16:32:00,24.14,USD,Purchase,Completed,False,none
T0000522,A00088,M00072,2025-08-10 14:26:00,35.84,USD,Purchase,Completed,False,none
T0000523,A00101,M00051,2025-06-21 18:59:00,37.42,EUR,Purchase,Completed,False,none
T0000524,A00043,M00031,2025-02-12 14:27:00,55.65,GBP,Purchase,Completed,False,none
T0000525,A00119,M00011,2025-05-23 14:45:00,10.75,EUR,Purchase,Completed,False,none
T0000526,A00013,M00021,2025-03-14 13:21:00,13.61,EUR,Purchase,Completed,False,none
T0000527,A00057,M00023,2025-12-05 14:22:00,34.83,GBP,Purchase,Completed,False,none
T0000528,A00053,M00004,2025-10-21 16:40:00,23.1,EUR,Purchase,Completed,False,none
T0000529,A00088,M00066,2025-04-24 15:23:00,52.8,EUR,Purchase,Completed,False,none
T0000530,A00105,M00060,2025-03-27 16:00:00,41.65,EUR,Purchase,Completed,False,none
T0000531,A00083,M00020,2025-02-19 17:10:00,7.44,EUR,Purchase,Completed,False,none
T0000532,A00071,M00038,2025-09-27 08:52:00,81.99,EUR,Purchase,Completed,False,none
T0000533,A00048,M00051,2025-12-02 14:22:00,161.51,EUR,Purchase,Completed,False,none
T0000534,A00055,M00022,2025-04-10 17:06:00,12.12,EUR,Purchase,Completed,False,none
T0000535,A00055,M00022,2025-08-22 14:56:00,10.19,EUR,Purchase,Declined,False,none
T0000536,A00001,M00009,2025-03-27 14:59:00,14.1,EUR,Purchase,Completed,False,none
T0000537,A00056,M00064,2025-12-01 21:29:00,11.49,USD,Purchase,Completed,False,none
T0000538,A00096,M00013,2025-04-20 17:37:00,20.9,EUR,Purchase,Completed,False,none
T0000539,A00080,M00012,2025-02-05 21:45:00,62.05,EUR,Purchase,Completed,False,none
T0000540,A00087,M00024,2025-11-18 14:03:00,50.65,USD,Purchase,Completed,False,none
T0000541,A00043,M00015,2025-12-12 14:17:00,16.98,GBP,Purchase,Completed,False,none
T0000542,A00058,M00055,2025-05-25 19:33:00,90.73,GBP,Purchase,Completed,False,none
T0000543,A00002,M00007,2025-11-28 15:32:00,8.29,GBP,Purchase,Completed,False,none
T0000544,A00043,M00046,2025-03-30 16:19:00,83.77,EUR,Purchase,Completed,False,none
T0000545,A00053,M00052,2025-04-09 20:00:00,116.55,EUR,Purchase,Completed,False,none
T0000546,A00031,M00071,2025-07-15 16:57:00,25.0,GBP,Purchase,Completed,False,none
T0000547,A00002,M00049,2025-08-08 16:36:00,93.75,EUR,Purchase,Completed,False,none
T0000548,A00078,M00027,2025-05-21 18:45:00,277.05,EUR,Purchase,Completed,False,none
T0000549,A00049,M00078,2025-10-19 07:26:00,57.88,EUR,Purchase,Completed,False,none
T0000550,A00046,M00062,2025-10-16 18:30:00,70.36,EUR,Purchase,Completed,False,none
T0000551,A00030,M00064,2025-02-14 21:26:00,41.18,USD,Purchase,Completed,False,none
T0000552,A00060,M00066,2025-12-28 11:25:00,108.58,EUR,Purchase,Completed,False,none
T0000553,A00049,M00030,2025-02-28 05:40:00,116.25,EUR,Purchase,Completed,False,none
T0000554,A00053,M00028,2025-07-12 18:59:00,346.57,EUR,Purchase,Completed,False,none
T0000555,A00067,M00034,2025-06-04 12:46:00,63.36,EUR,Purchase,Completed,False,none
T0000556,A00001,M00001,2025-06-14 10:40:00,41.79,EUR,Purchase,Completed,False,none
T0000557,A00105,M00060,2025-02-16 09:00:00,68.71,EUR,Purchase,Completed,False,none
T0000558,A00004,M00006,2025-05-06 15:30:00,199.52,EUR,Purchase,Completed,False,none
T0000559,A00050,M00002,2025-01-12 17:57:00,19.83,EUR,Purchase,Completed,False,none
T0000560,A00023,M00071,2025-12-22 15:23:00,85.72,GBP,Purchase,Completed,False,none
T0000561,A00058,M00063,2025-02-22 15:32:00,55.86,GBP,Purchase,Completed,False,none
T0000562,A00034,M00015,2025-06-26 18:19:00,18.29,GBP,Purchase,Completed,False,none
T0000563,A00097,M00030,2025-03-20 15:11:00,83.28,EUR,Purchase,Completed,False,none
T0000564,A00044,M00047,2025-03-06 15:42:00,64.53,GBP,Purchase,Completed,False,none
T0000565,A00071,M00070,2025-05-23 12:18:00,159.06,EUR,Purchase,Completed,False,none
T0000566,A00030,M00056,2025-12-20 17:35:00,58.7,USD,Purchase,Completed,False,none
T0000567,A00001,M00049,2025-06-24 11:35:00,90.73,EUR,Purchase,Completed,False,none
T0000568,A00045,M00035,2025-12-17 21:50:00,54.81,EUR,Purchase,Completed,False,none
T0000569,A00060,M00042,2025-10-29 14:56:00,135.01,EUR,Purchase,Completed,False,none
T0000570,A00050,M00068,2025-06-09 10:33:00,64.54,EUR,Purchase,Completed,False,none
T0000571,A00113,M00067,2025-11-25 20:03:00,38.99,EUR,Purchase,Completed,False,none
T0000572,A00080,M00036,2025-05-08 01:34:00,44.78,EUR,Purchase,Completed,False,none
T0000573,A00119,M00034,2025-07-03 10:53:00,131.32,EUR,Purchase,Completed,False,none
T0000574,A00036,M00028,2025-09-06 09:28:00,348.47,EUR,Purchase,Completed,False,none
T0000575,A00087,M00022,2025-08-04 11:33:00,32.71,EUR,Purchase,Completed,False,none
T0000576,A00062,M00079,2025-10-30 16:45:00,29.21,GBP,Purchase,Completed,False,none
T0000577,A00069,M00048,2025-03-01 18:26:00,486.71,USD,Purchase,Completed,False,none
T0000578,A00116,M00014,2025-07-01 14:24:00,23.09,EUR,Purchase,Completed,False,none
T0000579,A00074,M00056,2025-08-31 08:28:00,85.08,USD,Refund,Completed,False,none
T0000580,A00103,M00031,2025-05-01 17:51:00,339.52,GBP,Purchase,Completed,False,none
T0000581,A00083,M00004,2025-11-13 15:29:00,12.6,EUR,Purchase,Completed,False,none
T0000582,A00010,M00078,2025-04-21 15:19:00,21.51,EUR,Purchase,Completed,False,none
T0000583,A00079,M00057,2025-04-20 16:35:00,59.83,EUR,Purchase,Completed,False,none
T0000584,A00053,M00052,2025-04-30 12:41:00,47.58,EUR,Purchase,Completed,False,none
T0000585,A00108,M00014,2025-09-04 17:54:00,62.59,EUR,Purchase,Completed,False,none
T0000586,A00090,M00048,2025-02-13 23:53:00,50.23,USD,Purchase,Completed,False,none
T0000587,A00008,M00056,2025-02-22 18:46:00,54.9,USD,Purchase,Completed,False,none
T0000588,A00010,M00051,2025-10-12 18:46:00,123.83,EUR,Purchase,Completed,False,none
T0000589,A00004,M00072,2025-03-17 15:26:00,51.98,USD,Purchase,Completed,False,none
T0000590,A00054,M00016,2025-02-08 14:20:00,22.95,USD,Purchase,Completed,False,none
T0000591,A00004,M00078,2025-04-07 19:33:00,47.73,EUR,Purchase,Completed,False,none
T0000592,A00083,M00004,2025-05-26 21:42:00,58.9,EUR,Purchase,Completed,False,none
T0000593,A00062,M00020,2025-01-13 20:31:00,58.97,EUR,Purchase,Completed,False,none
